sim_id,total_mass,ell,em,match,phase_diff_per_cycle,f_lower_mode
SXS:BBH:0169,40,2,2,0.9947142135650634,0.004851618115433974,29.069905688436265
SXS:BBH:0169,40,2,1,0.9512909482409625,0.004545985819079739,14.534952844218132
SXS:BBH:0169,40,3,3,0.9967893692465012,0.01887825220462896,43.6048585326544
SXS:BBH:0169,40,4,4,0.9965140439806371,0.3338818843546173,58.13981137687253
SXS:BBH:0169,40,3,2,0.9580864012908157,0.003095046104431532,29.069905688436265
SXS:BBH:0169,40,4,3,0.959560892668816,0.001191727793256458,43.6048585326544
SXS:BBH:0169,50,2,2,0.9946879954002724,0.003921828561201722,23.25592455074901
SXS:BBH:0169,50,2,1,0.9445175175071766,0.0018405251289721747,11.627962275374506
SXS:BBH:0169,50,3,3,0.995148770791391,0.022704542792719534,34.883886826123515
SXS:BBH:0169,50,4,4,0.9938899881499206,0.3359762920976272,46.51184910149802
SXS:BBH:0169,50,3,2,0.9551196304647628,0.0006494401119918761,23.25592455074901
SXS:BBH:0169,50,4,3,0.9557922454027507,0.006898026406416384,34.883886826123515
SXS:BBH:0169,60,2,2,0.9943154610087849,0.0012340984503917865,19.379937125624174
SXS:BBH:0169,60,2,1,0.9390650152105487,0.01916455175494589,9.689968562812087
SXS:BBH:0169,60,3,3,0.9946131270419161,0.016093836671923205,29.06990568843626
SXS:BBH:0169,60,4,4,0.9930778996117466,0.32946836159037945,38.75987425124835
SXS:BBH:0169,60,3,2,0.9533464849930475,0.00902967226249753,19.379937125624174
SXS:BBH:0169,60,4,3,0.9607720331628864,0.000541484528143547,29.06990568843626
SXS:BBH:0169,70,2,2,0.9954493253707963,0.006128336972703026,16.611374679106437
SXS:BBH:0169,70,2,1,0.9356537681525975,0.007461737408566661,8.305687339553218
SXS:BBH:0169,70,3,3,0.9976812289381862,0.025226010620152107,24.917062018659657
SXS:BBH:0169,70,4,4,0.9966790806484587,0.3388998739393778,33.22274935821287
SXS:BBH:0169,70,3,2,0.9533382873314101,0.0028901923747335573,16.611374679106437
SXS:BBH:0169,70,4,3,0.962060272474282,0.009977436263013246,24.917062018659657
SXS:BBH:0169,80,2,2,0.995636254549782,0.005280518763500857,14.534952844218132
SXS:BBH:0169,80,2,1,0.9318551088505849,0.0051322006234365575,7.267476422109066
SXS:BBH:0169,80,3,3,0.998202777267103,0.027753869723143216,21.8024292663272
SXS:BBH:0169,80,4,4,0.9971439494231665,0.1946684320674517,29.069905688436265
SXS:BBH:0169,80,3,2,0.9523718224733739,0.003661309371994625,14.534952844218132
SXS:BBH:0169,80,4,3,0.960981228371527,0.012303967213925801,21.8024292663272
SXS:BBH:0169,90,2,2,0.9953707509835632,0.0017618732672623433,12.91995808374945
SXS:BBH:0169,90,2,1,0.9280113768624073,0.008992439675961727,6.459979041874725
SXS:BBH:0169,90,3,3,0.9974314545846247,0.022736880899881035,19.379937125624174
SXS:BBH:0169,90,4,4,0.99612026734926,0.2623489158640512,25.8399161674989
SXS:BBH:0169,90,3,2,0.9511058771935709,0.0024035505607747174,12.91995808374945
SXS:BBH:0169,90,4,3,0.9615499949865819,0.006735329616641015,19.379937125624174
SXS:BBH:0169,100,2,2,0.995194275131645,0.003921828561197725,11.627962275374506
SXS:BBH:0169,100,2,1,0.9246536100040806,0.0018405251289534679,5.813981137687253
SXS:BBH:0169,100,3,3,0.9974406321906364,0.022704542792704653,17.441943413061757
